full_text,casefolding,cleanedtext,slangremoved,stopwordremoved,tokenized,stemming,stemming_str,sentiment
"Prabowo Keras soal Makan Bergizi Gratis: Tak Dukung, Keluar dari Pemerintahan!","prabowo keras soal makan bergizi gratis: tak dukung, keluar dari pemerintahan!",prabowo keras soal makan bergizi gratis tak dukung keluar dari pemerintahan,prabowo keras soal makan bergizi gratis tak dukung keluar dari pemerintahan,prabowo keras makan bergizi gratis dukung pemerintahan,"['prabowo', 'keras', 'makan', 'bergizi', 'gratis', 'dukung', 'pemerintahan']","['prabowo', 'keras', 'makan', 'gizi', 'gratis', 'dukung', 'perintah']",prabowo keras makan gizi gratis dukung perintah,positif
"Posting Gus Miftah Hina Yati Pesek, Ni Luh Djelantik Mention Prabowo","posting gus miftah hina yati pesek, ni luh djelantik mention prabowo",posting gus miftah hina yati pesek ni luh djelantik mention prabowo,posting gus miftah hina yati pesek nih lu djelantik mention prabowo,posting gus miftah hina yati pesek lu djelantik mention prabowo,"['posting', 'gus', 'miftah', 'hina', 'yati', 'pesek', 'lu', 'djelantik', 'mention', 'prabowo']","['posting', 'gus', 'miftah', 'hina', 'yati', 'pesek', 'lu', 'djelantik', 'mention', 'prabowo']",posting gus miftah hina yati pesek lu djelantik mention prabowo,negatif
Prabowo Minta Maaf Makan Bergizi Gratis Belum Menjangkau Semua Anak,prabowo minta maaf makan bergizi gratis belum menjangkau semua anak,prabowo minta maaf makan bergizi gratis belum menjangkau semua anak,prabowo meminta maaf makan bergizi gratis belum menjangkau semua anak,prabowo maaf makan bergizi gratis menjangkau anak,"['prabowo', 'maaf', 'makan', 'bergizi', 'gratis', 'menjangkau', 'anak']","['prabowo', 'maaf', 'makan', 'gizi', 'gratis', 'jangkau', 'anak']",prabowo maaf makan gizi gratis jangkau anak,negatif
Prabowo Tegaskan Komitmen ke Pendidikan: Anggaran Salah Satu Tertinggi di 2025,prabowo tegaskan komitmen ke pendidikan: anggaran salah satu tertinggi di 2025,prabowo tegaskan komitmen ke pendidikan anggaran salah satu tertinggi di,prabowo tegaskan komitmen ke pendidikan anggaran salah satu tertinggi di,prabowo tegaskan komitmen pendidikan anggaran salah tertinggi,"['prabowo', 'tegaskan', 'komitmen', 'pendidikan', 'anggaran', 'salah', 'tertinggi']","['prabowo', 'tegas', 'komitmen', 'didik', 'anggar', 'salah', 'tinggi']",prabowo tegas komitmen didik anggar salah tinggi,negatif
Eddy Soeparno Apresiasi 100 Hari Kinerja Pemerintahan Presiden Prabowo,eddy soeparno apresiasi 100 hari kinerja pemerintahan presiden prabowo,eddy soeparno apresiasi hari kinerja pemerintahan presiden prabowo,eddy soeparno apresiasi hari kinerja pemerintahan presiden prabowo,eddy soeparno apresiasi kinerja pemerintahan presiden prabowo,"['eddy', 'soeparno', 'apresiasi', 'kinerja', 'pemerintahan', 'presiden', 'prabowo']","['eddy', 'soeparno', 'apresiasi', 'kerja', 'perintah', 'presiden', 'prabowo']",eddy soeparno apresiasi kerja perintah presiden prabowo,positif
Menteri Kehutanan Raja Juli: Prabowo Minta Hutan di RI Dikelola untuk Rakyat,menteri kehutanan raja juli: prabowo minta hutan di ri dikelola untuk rakyat,menteri kehutanan raja juli prabowo minta hutan di ri dikelola untuk rakyat,menteri kehutanan raja juli prabowo meminta hutan di ri dikelola untuk rakyat,menteri kehutanan raja juli prabowo hutan ri dikelola rakyat,"['menteri', 'kehutanan', 'raja', 'juli', 'prabowo', 'hutan', 'ri', 'dikelola', 'rakyat']","['menteri', 'hutan', 'raja', 'juli', 'prabowo', 'hutan', 'ri', 'kelola', 'rakyat']",menteri hutan raja juli prabowo hutan ri kelola rakyat,positif
Video Prabowo Ucapkan HUT Ke-65 MKGR: Jadi Mitra Strategis Pemerintah,video prabowo ucapkan hut ke-65 mkgr: jadi mitra strategis pemerintah,video prabowo ucapkan hut ke mkgr jadi mitra strategis pemerintah,video prabowo ucapkan hut ke mkgr jadi mitra strategis pemerintah,video prabowo ucapkan hut mkgr mitra strategis pemerintah,"['video', 'prabowo', 'ucapkan', 'hut', 'mkgr', 'mitra', 'strategis', 'pemerintah']","['video', 'prabowo', 'ucap', 'hut', 'mkgr', 'mitra', 'strategis', 'perintah']",video prabowo ucap hut mkgr mitra strategis perintah,negatif
"Prabowo Akan Hapus Utang 6 Juta Petani-Nelayan di Bank, Perpres Segera Terbit","prabowo akan hapus utang 6 juta petani-nelayan di bank, perpres segera terbit",prabowo akan hapus utang juta petani nelayan di bank perpres segera terbit,prabowo akan hapus utang juta petani nelayan di bank perpres segera terbit,prabowo hapus utang juta petani nelayan bank perpres terbit,"['prabowo', 'hapus', 'utang', 'juta', 'petani', 'nelayan', 'bank', 'perpres', 'terbit']","['prabowo', 'hapus', 'utang', 'juta', 'tani', 'nelayan', 'bank', 'pres', 'terbit']",prabowo hapus utang juta tani nelayan bank pres terbit,negatif
Prabowo Akui 48 Menteri Tergolong Besar: Tapi Bangsa Kita Memang Besar,prabowo akui 48 menteri tergolong besar: tapi bangsa kita memang besar,prabowo akui menteri tergolong besar tapi bangsa kita memang besar,prabowo akui menteri tergolong besar tapi bangsa kita memang besar,prabowo akui menteri tergolong bangsa,"['prabowo', 'akui', 'menteri', 'tergolong', 'bangsa']","['prabowo', 'aku', 'menteri', 'golong', 'bangsa']",prabowo aku menteri golong bangsa,negatif
Video Prabowo Makan Malam Bareng Menteri saat Retret di Akmil Magelang,video prabowo makan malam bareng menteri saat retret di akmil magelang,video prabowo makan malam bareng menteri saat retret di akmil magelang,video prabowo makan malam bareng menteri saat retret di akmil magelang,video prabowo makan malam bareng menteri retret akmil magelang,"['video', 'prabowo', 'makan', 'malam', 'bareng', 'menteri', 'retret', 'akmil', 'magelang']","['video', 'prabowo', 'makan', 'malam', 'bareng', 'menteri', 'retret', 'akmil', 'magelang']",video prabowo makan malam bareng menteri retret akmil magelang,negatif
Potret Prabowo Turun ke Sawah hingga Jajal Traktor di Merauke,potret prabowo turun ke sawah hingga jajal traktor di merauke,potret prabowo turun ke sawah hingga jajal traktor di merauke,potret prabowo turun ke sawah hingga jajal traktor di merauke,potret prabowo turun sawah jajal traktor merauke,"['potret', 'prabowo', 'turun', 'sawah', 'jajal', 'traktor', 'merauke']","['potret', 'prabowo', 'turun', 'sawah', 'jajal', 'traktor', 'merauke']",potret prabowo turun sawah jajal traktor merauke,negatif
PDIP Bilang Pramono Lebih Dekat dengan Jokowi-Prabowo Daripada RK,pdip bilang pramono lebih dekat dengan jokowi-prabowo daripada rk,pdip bilang pramono lebih dekat dengan jokowi prabowo daripada rk,pdip bilang pramono lebih dekat dengan jokowi prabowo daripada rk,pdip bilang pramono jokowi prabowo rk,"['pdip', 'bilang', 'pramono', 'jokowi', 'prabowo', 'rk']","['pdip', 'bilang', 'pramono', 'jokowi', 'prabowo', 'rk']",pdip bilang pramono jokowi prabowo rk,netral
"Kementerian Perumahan: Digabung Jokowi, Dipisah Prabowo","kementerian perumahan: digabung jokowi, dipisah prabowo",kementerian perumahan digabung jokowi dipisah prabowo,kementerian perumahan digabung jokowi dipisah prabowo,kementerian perumahan digabung jokowi dipisah prabowo,"['kementerian', 'perumahan', 'digabung', 'jokowi', 'dipisah', 'prabowo']","['menteri', 'rumah', 'gabung', 'jokowi', 'pisah', 'prabowo']",menteri rumah gabung jokowi pisah prabowo,negatif
Video: Gaya Prabowo-Gibran Pakai Seragam Komcad saat Retreat di Akmil,video: gaya prabowo-gibran pakai seragam komcad saat retreat di akmil,video gaya prabowo gibran pakai seragam komcad saat retreat di akmil,video gaya prabowo gibran pakai seragam komcad saat retreat di akmil,video gaya prabowo gibran pakai seragam komcad retreat akmil,"['video', 'gaya', 'prabowo', 'gibran', 'pakai', 'seragam', 'komcad', 'retreat', 'akmil']","['video', 'gaya', 'prabowo', 'gibran', 'pakai', 'seragam', 'komcad', 'retreat', 'akmil']",video gaya prabowo gibran pakai seragam komcad retreat akmil,positif
"Ucapkan Terima Kasih ke Eks Presiden, Prabowo Sebut Megawati Selesaikan Krisis","ucapkan terima kasih ke eks presiden, prabowo sebut megawati selesaikan krisis",ucapkan terima kasih ke eks presiden prabowo sebut megawati selesaikan krisis,ucapkan terima kasih ke eks presiden prabowo sebut megawati selesaikan krisis,ucapkan terima kasih eks presiden prabowo megawati selesaikan krisis,"['ucapkan', 'terima', 'kasih', 'eks', 'presiden', 'prabowo', 'megawati', 'selesaikan', 'krisis']","['ucap', 'terima', 'kasih', 'eks', 'presiden', 'prabowo', 'megawati', 'selesai', 'krisis']",ucap terima kasih eks presiden prabowo megawati selesai krisis,negatif
Daftar Menteri Jokowi yang Kembali Lanjut di Kabinet Merah Putih Prabowo,daftar menteri jokowi yang kembali lanjut di kabinet merah putih prabowo,daftar menteri jokowi yang kembali lanjut di kabinet merah putih prabowo,daftar menteri jokowi yang kembali lanjut di kabinet merah putih prabowo,daftar menteri jokowi kabinet merah putih prabowo,"['daftar', 'menteri', 'jokowi', 'kabinet', 'merah', 'putih', 'prabowo']","['daftar', 'menteri', 'jokowi', 'kabinet', 'merah', 'putih', 'prabowo']",daftar menteri jokowi kabinet merah putih prabowo,negatif
Video Momen Cak Imin Resmi Dilantik Jadi Menterinya Prabowo di Istana Negara,video momen cak imin resmi dilantik jadi menterinya prabowo di istana negara,video momen cak imin resmi dilantik jadi menterinya prabowo di istana negara,video momen cak imin resmi dilantik jadi menterinya prabowo di istana negara,video momen cak imin resmi dilantik menterinya prabowo istana negara,"['video', 'momen', 'cak', 'imin', 'resmi', 'dilantik', 'menterinya', 'prabowo', 'istana', 'negara']","['video', 'momen', 'cak', 'imin', 'resmi', 'lantik', 'menteri', 'prabowo', 'istana', 'negara']",video momen cak imin resmi lantik menteri prabowo istana negara,positif
"Calon Menteri Ekonomi Prabowo ke Istana Jelang Pengumuman Kabinet, Ada Sri Mulyani","calon menteri ekonomi prabowo ke istana jelang pengumuman kabinet, ada sri mulyani",calon menteri ekonomi prabowo ke istana jelang pengumuman kabinet ada sri mulyani,calon menteri ekonomi prabowo ke istana jelang pengumuman kabinet ada sri mulyani,calon menteri ekonomi prabowo istana jelang pengumuman kabinet sri mulyani,"['calon', 'menteri', 'ekonomi', 'prabowo', 'istana', 'jelang', 'pengumuman', 'kabinet', 'sri', 'mulyani']","['calon', 'menteri', 'ekonomi', 'prabowo', 'istana', 'jelang', 'umum', 'kabinet', 'sri', 'mulyani']",calon menteri ekonomi prabowo istana jelang umum kabinet sri mulyani,positif
Wamenkeu Buka-bukaan soal Kabinet Gemuk Prabowo: Tak Ada Risiko APBN,wamenkeu buka-bukaan soal kabinet gemuk prabowo: tak ada risiko apbn,wamenkeu buka bukaan soal kabinet gemuk prabowo tak ada risiko apbn,wamenkeu buka bukaan soal kabinet gemuk prabowo tak ada risiko apbn,wamenkeu buka bukaan kabinet gemuk prabowo risiko apbn,"['wamenkeu', 'buka', 'bukaan', 'kabinet', 'gemuk', 'prabowo', 'risiko', 'apbn']","['wamenkeu', 'buka', 'buka', 'kabinet', 'gemuk', 'prabowo', 'risiko', 'apbn']",wamenkeu buka buka kabinet gemuk prabowo risiko apbn,negatif
"Bertemu 2 Jam, Jaksa Agung-Kepala PPATK Banyak Terima Arahan dari Prabowo","bertemu 2 jam, jaksa agung-kepala ppatk banyak terima arahan dari prabowo",bertemu jam jaksa agung kepala ppatk banyak terima arahan dari prabowo,bertemu jam jaksa agung kepala ppatk banyak terima arahan dari prabowo,bertemu jam jaksa agung kepala ppatk terima arahan prabowo,"['bertemu', 'jam', 'jaksa', 'agung', 'kepala', 'ppatk', 'terima', 'arahan', 'prabowo']","['temu', 'jam', 'jaksa', 'agung', 'kepala', 'ppatk', 'terima', 'arah', 'prabowo']",temu jam jaksa agung kepala ppatk terima arah prabowo,netral
Eks Menkes Nila Moeloek Soroti Arahan Prabowo ke BGS soal Atasi Penyakit TB,eks menkes nila moeloek soroti arahan prabowo ke bgs soal atasi penyakit tb,eks menkes nila moeloek soroti arahan prabowo ke bgs soal atasi penyakit tb,eks menkes nila moeloek soroti arahan prabowo ke bagus soal atasi penyakit tb,eks menkes nila moeloek soroti arahan prabowo bagus atasi penyakit tb,"['eks', 'menkes', 'nila', 'moeloek', 'soroti', 'arahan', 'prabowo', 'bagus', 'atasi', 'penyakit', 'tb']","['eks', 'menkes', 'nila', 'moeloek', 'sorot', 'arah', 'prabowo', 'bagus', 'atas', 'sakit', 'tb']",eks menkes nila moeloek sorot arah prabowo bagus atas sakit tb,negatif
Prabowo Hadiri Deklarasi Gerakan Solidaritas Nasional,prabowo hadiri deklarasi gerakan solidaritas nasional,prabowo hadiri deklarasi gerakan solidaritas nasional,prabowo hadiri deklarasi gerakan solidaritas nasional,prabowo hadiri deklarasi gerakan solidaritas nasional,"['prabowo', 'hadiri', 'deklarasi', 'gerakan', 'solidaritas', 'nasional']","['prabowo', 'hadir', 'deklarasi', 'gera', 'solidaritas', 'nasional']",prabowo hadir deklarasi gera solidaritas nasional,negatif
Ketua MPR dan Jajaran Bakal Bertemu Prabowo Bahas 100 Hari Kerja,ketua mpr dan jajaran bakal bertemu prabowo bahas 100 hari kerja,ketua mpr dan jajaran bakal bertemu prabowo bahas hari kerja,ketua mpr dan jajaran bakal bertemu prabowo bahas hari kerja,ketua mpr jajaran bertemu prabowo bahas kerja,"['ketua', 'mpr', 'jajaran', 'bertemu', 'prabowo', 'bahas', 'kerja']","['ketua', 'mpr', 'jajar', 'temu', 'prabowo', 'bahas', 'kerja']",ketua mpr jajar temu prabowo bahas kerja,positif
Video LSI Denny JA: Lapangan Kerja-Penanganan Korupsi Jadi Tantangan Prabowo,video lsi denny ja: lapangan kerja-penanganan korupsi jadi tantangan prabowo,video lsi denny ja lapangan kerja penanganan korupsi jadi tantangan prabowo,video lsi denny saja lapangan kerja penanganan korupsi jadi tantangan prabowo,video lsi denny lapangan kerja penanganan korupsi tantangan prabowo,"['video', 'lsi', 'denny', 'lapangan', 'kerja', 'penanganan', 'korupsi', 'tantangan', 'prabowo']","['video', 'lsi', 'denny', 'lapang', 'kerja', 'tangan', 'korupsi', 'tantang', 'prabowo']",video lsi denny lapang kerja tangan korupsi tantang prabowo,negatif
"Profil Letkol Romi Habe Putra, Ajudan Presiden Prabowo dari TNI AL","profil letkol romi habe putra, ajudan presiden prabowo dari tni al",profil letkol romi habe putra ajudan presiden prabowo dari tni al,profil letkol romi habe putra ajudan presiden prabowo dari tni al,profil letkol romi habe putra ajudan presiden prabowo tni al,"['profil', 'letkol', 'romi', 'habe', 'putra', 'ajudan', 'presiden', 'prabowo', 'tni', 'al']","['profil', 'letkol', 'romi', 'habe', 'putra', 'ajudan', 'presiden', 'prabowo', 'tni', 'al']",profil letkol romi habe putra ajudan presiden prabowo tni al,positif
Prabowo Sebut Retret Kabinet 'The Military Way' Selaraskan Disiplin,prabowo sebut retret kabinet 'the military way' selaraskan disiplin,prabowo sebut retret kabinet the military way selaraskan disiplin,prabowo sebut retret kabinet the military way selaraskan disiplin,prabowo retret kabinet the military way selaraskan disiplin,"['prabowo', 'retret', 'kabinet', 'the', 'military', 'way', 'selaraskan', 'disiplin']","['prabowo', 'retret', 'kabinet', 'the', 'military', 'way', 'selaras', 'disiplin']",prabowo retret kabinet the military way selaras disiplin,positif
"Prabowo Senang Bukan Main, 2 Minggu di Luar Negeri Bawa Pulang Kado Rp 249 T","prabowo senang bukan main, 2 minggu di luar negeri bawa pulang kado rp 249 t",prabowo senang bukan main minggu di luar negeri bawa pulang kado rp t,prabowo senang bukan main minggu di luar negeri bawa pulang kado rp t,prabowo senang main minggu negeri bawa pulang kado rp t,"['prabowo', 'senang', 'main', 'minggu', 'negeri', 'bawa', 'pulang', 'kado', 'rp', 't']","['prabowo', 'senang', 'main', 'minggu', 'negeri', 'bawa', 'pulang', 'kado', 'rp', 't']",prabowo senang main minggu negeri bawa pulang kado rp t,negatif
"Video: Fadli Zon, Menteri Kebudayaan Prabowo yang Punya Koleksi 1.000 Keris","video: fadli zon, menteri kebudayaan prabowo yang punya koleksi 1.000 keris",video fadli zon menteri kebudayaan prabowo yang punya koleksi keris,video fadli zon menteri kebudayaan prabowo yang punya koleksi keris,video fadli zon menteri kebudayaan prabowo koleksi keris,"['video', 'fadli', 'zon', 'menteri', 'kebudayaan', 'prabowo', 'koleksi', 'keris']","['video', 'fadli', 'zon', 'menteri', 'budaya', 'prabowo', 'koleksi', 'keris']",video fadli zon menteri budaya prabowo koleksi keris,negatif
"Prabowo Hapus Utang Macet UMKM, Begini Respons Perbankan","prabowo hapus utang macet umkm, begini respons perbankan",prabowo hapus utang macet umkm begini respons perbankan,prabowo hapus utang macet umkm begini respons perbankan,prabowo hapus utang macet umkm respons perbankan,"['prabowo', 'hapus', 'utang', 'macet', 'umkm', 'respons', 'perbankan']","['prabowo', 'hapus', 'utang', 'macet', 'umkm', 'respons', 'perban']",prabowo hapus utang macet umkm respons perban,negatif
Video BGN: Prabowo Gelisah Banyak Anak Belum Dapat Makan Gratis,video bgn: prabowo gelisah banyak anak belum dapat makan gratis,video bgn prabowo gelisah banyak anak belum dapat makan gratis,video bgn prabowo gelisah banyak anak belum dapat makan gratis,video bgn prabowo gelisah anak makan gratis,"['video', 'bgn', 'prabowo', 'gelisah', 'anak', 'makan', 'gratis']","['video', 'bgn', 'prabowo', 'gelisah', 'anak', 'makan', 'gratis']",video bgn prabowo gelisah anak makan gratis,negatif
Ini Alasan Prabowo Boyong Menteri Kabinet Retreat di Akmil Magelang,ini alasan prabowo boyong menteri kabinet retreat di akmil magelang,ini alasan prabowo boyong menteri kabinet retreat di akmil magelang,ini alasan prabowo boyong menteri kabinet retreat di akmil magelang,alasan prabowo boyong menteri kabinet retreat akmil magelang,"['alasan', 'prabowo', 'boyong', 'menteri', 'kabinet', 'retreat', 'akmil', 'magelang']","['alas', 'prabowo', 'boyong', 'menteri', 'kabinet', 'retreat', 'akmil', 'magelang']",alas prabowo boyong menteri kabinet retreat akmil magelang,negatif
Video: Respons Raffi Ahmad soal Dirinya Disebut Bakal Jadi Stafsus Prabowo,video: respons raffi ahmad soal dirinya disebut bakal jadi stafsus prabowo,video respons raffi ahmad soal dirinya disebut bakal jadi stafsus prabowo,video respons raffi ahmad soal dirinya disebut bakal jadi stafsus prabowo,video respons raffi ahmad stafsus prabowo,"['video', 'respons', 'raffi', 'ahmad', 'stafsus', 'prabowo']","['video', 'respons', 'raffi', 'ahmad', 'stafsus', 'prabowo']",video respons raffi ahmad stafsus prabowo,positif
Arab-China Tertarik Biayai Program 3 Juta Rumah Prabowo,arab-china tertarik biayai program 3 juta rumah prabowo,arab china tertarik biayai program juta rumah prabowo,arab china tertarik biayai program juta rumah prabowo,arab china tertarik biayai program juta rumah prabowo,"['arab', 'china', 'tertarik', 'biayai', 'program', 'juta', 'rumah', 'prabowo']","['arab', 'china', 'tarik', 'biaya', 'program', 'juta', 'rumah', 'prabowo']",arab china tarik biaya program juta rumah prabowo,positif
